Problem,Kind,Instance,Solver,Status,Time,Objective,Score,Score Incomplete,Score Area
surface-based-tsp,MIN,ulysses16,sicstus_prolog-free,SC,17588,6900,8.536640085061137,14,7091.46828246559
surface-based-tsp,MIN,ulysses16,thornbill-free,SC,2212,6900,16.173390372482935,14,1714.0149611011373
surface-based-tsp,MIN,ulysses16,yuck-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_1_20,atlantis-free,S,1200000,14726,5,5,649033.22396786
tdtsp,MIN,inst_10_1_20,cbc-free,S,1200000,23024,4,4,1031252
tdtsp,MIN,inst_10_1_20,choco-solver__cp_-free,SC,172779,7716,18.103960393878488,19.5,46199.55062712307
tdtsp,MIN,inst_10_1_20,choco-solver__cp_lcg_-free,S,1200000,7716,14.5,19.5,306612.2736151032
tdtsp,MIN,inst_10_1_20,chuffed-free,S,1200000,7856,13,13,332517.1024954272
tdtsp,MIN,inst_10_1_20,cp_optimizer-free,SC,42981,7716,20.250338366481675,19.5,11904.22896524693
tdtsp,MIN,inst_10_1_20,cplex-free,S,1200000,12590,7,7,649074.2839038412
tdtsp,MIN,inst_10_1_20,crusher-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_1_20,gecode-fd,SC,2522,7716,24.210016945634155,19.5,1593.1809837993208
tdtsp,MIN,inst_10_1_20,gecode___scheduling_portfolio__experimental_-free,SC,3331,7716,23.839349019126118,19.5,1938.99970603606
tdtsp,MIN,inst_10_1_20,gurobi_12-free,SC,725681,7716,16.586263684577844,19.5,199107.95407629997
tdtsp,MIN,inst_10_1_20,highs-free,S,1200000,7858,11,11,516428.9096550823
tdtsp,MIN,inst_10_1_20,huub-free,S,1200000,7857,12,12,331502.4087405278
tdtsp,MIN,inst_10_1_20,huub__difference_logic_-free,S,1200000,7911,10,10,331526.76254246145
tdtsp,MIN,inst_10_1_20,jacop-free,SC,18946,7716,21.585545365894227,19.5,6849.549679905933
tdtsp,MIN,inst_10_1_20,nucs-fd,ERR, , ,0,0,1200000
tdtsp,MIN,inst_10_1_20,or-tools_cp-sat-free,SC,32153,7716,20.687551099272827,19.5,14428.08100339691
tdtsp,MIN,inst_10_1_20,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_1_20,picatsat-free,S,1200000,8132,9,9,377400.2724065848
tdtsp,MIN,inst_10_1_20,pumpkin-free,S,1200000,7716,14.5,19.5,330032.6357133526
tdtsp,MIN,inst_10_1_20,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_1_20,sabori_csp-free,SC,106267,7716,18.79269905298167,19.5,27701.808792788084
tdtsp,MIN,inst_10_1_20,scip-free,S,1200000,8204,8,8,658374.6409720408
tdtsp,MIN,inst_10_1_20,sicstus_prolog-free,SC,13507,7716,22.064052577682496,19.5,4705.504409459106
tdtsp,MIN,inst_10_1_20,thornbill-free,SC,100103,7716,18.88022349447049,19.5,27193.3356741573
tdtsp,MIN,inst_10_1_20,yuck-free,S,1200000,13217,6,6,543025.9081199373
tdtsp,MIN,inst_10_51_10,atlantis-free,S,1200000,15477,6,6,609492.4242099242
tdtsp,MIN,inst_10_51_10,cbc-free,S,1200000,22093,5,5,864765.1916916916
tdtsp,MIN,inst_10_51_10,choco-solver__cp_-free,SC,140305,9048,18.743409847922678,20,38135.838517088516
tdtsp,MIN,inst_10_51_10,choco-solver__cp_lcg_-free,S,1200000,9048,15.5,20,310533.2730945231
tdtsp,MIN,inst_10_51_10,chuffed-free,S,1200000,9069,14,14,310444.1648076648
tdtsp,MIN,inst_10_51_10,cp_optimizer-free,SC,27622,9048,21.735282546563422,20,7922.683469183469
tdtsp,MIN,inst_10_51_10,cplex-free,S,1200000,10214,9,9,397832.412984413
tdtsp,MIN,inst_10_51_10,crusher-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_51_10,gecode-fd,SC,17641,9048,22.59483017688855,20,7207.731052481053
tdtsp,MIN,inst_10_51_10,gecode___scheduling_portfolio__experimental_-free,SC,39566,9048,21.01940738778655,20,15444.841984841985
tdtsp,MIN,inst_10_51_10,gurobi_12-free,ERR, , ,0,0,1200000
tdtsp,MIN,inst_10_51_10,highs-free,S,1200000,9556,11,11,781898.9489489489
tdtsp,MIN,inst_10_51_10,huub-free,S,1200000,9323,13,13,344935.33647933643
tdtsp,MIN,inst_10_51_10,huub__difference_logic_-free,S,1200000,9449,12,12,339513.77123552124
tdtsp,MIN,inst_10_51_10,jacop-free,SC,25133,9048,21.88284403184736,20,8468.324824824824
tdtsp,MIN,inst_10_51_10,nucs-fd,ERR, , ,0,0,1200000
tdtsp,MIN,inst_10_51_10,or-tools_cp-sat-free,SC,25947,9048,21.88284403184736,20,14497.602995852994
tdtsp,MIN,inst_10_51_10,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_51_10,picatsat-free,S,1200000,9606,10,10,371629.58022308024
tdtsp,MIN,inst_10_51_10,pumpkin-free,S,1200000,9048,15.5,20,308105.9603174603
tdtsp,MIN,inst_10_51_10,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_51_10,sabori_csp-free,SC,101227,9048,19.26014441651566,20,26481.912769912768
tdtsp,MIN,inst_10_51_10,scip-free,S,1200000,14161,8,8,1001458.0564135564
tdtsp,MIN,inst_10_51_10,sicstus_prolog-free,SC,16121,9048,22.70119781580872,20,5340.888245388244
tdtsp,MIN,inst_10_51_10,thornbill-free,SC,106577,9048,19.180039744819698,20,28587.001716001716
tdtsp,MIN,inst_10_51_10,yuck-free,S,1200000,14433,7,7,554281.4420849421
tdtsp,MIN,inst_10_53_00,atlantis-free,S,1200000,16672,5,5,738873.6720312501
tdtsp,MIN,inst_10_53_00,cbc-free,S,1200000,22498,4,4,1032713.606
tdtsp,MIN,inst_10_53_00,choco-solver__cp_-free,SC,37489,7034,17.61168139309939,18.5,12579.1809375
tdtsp,MIN,inst_10_53_00,choco-solver__cp_lcg_-free,S,1200000,7053,11,11,306855.8293125
tdtsp,MIN,inst_10_53_00,chuffed-free,SC,158477,7034,15.47348801926749,18.5,41207.62475
tdtsp,MIN,inst_10_53_00,cp_optimizer-free,SC,11609,7034,19.89953842578719,18.5,4104.613250000001
tdtsp,MIN,inst_10_53_00,cplex-free,S,1200000,11142,8,8,558663.28440625
tdtsp,MIN,inst_10_53_00,crusher-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_53_00,gecode-fd,SC,1643,7034,23.906763362533496,18.5,1404.72875
tdtsp,MIN,inst_10_53_00,gecode___scheduling_portfolio__experimental_-free,SC,2099,7034,22.9981109893013,18.5,1739.42103125
tdtsp,MIN,inst_10_53_00,gurobi_12-free,SC,68235,7034,16.629498471897833,18.5,31030.876375
tdtsp,MIN,inst_10_53_00,highs-free,S,1200000,7915,9,9,487666.1681875
tdtsp,MIN,inst_10_53_00,huub-free,SC,719831,7034,13.88393106924847,18.5,197770.50615625
tdtsp,MIN,inst_10_53_00,huub__difference_logic_-free,SC,684465,7034,13.926841930267832,18.5,190454.71646875
tdtsp,MIN,inst_10_53_00,jacop-free,SC,6735,7034,21.09249750745292,18.5,3572.4013750000004
tdtsp,MIN,inst_10_53_00,nucs-fd,ERR, , ,0,0,1200000
tdtsp,MIN,inst_10_53_00,or-tools_cp-sat-free,SC,13724,7034,19.568239175675995,18.5,10698.49603125
tdtsp,MIN,inst_10_53_00,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_53_00,picatsat-free,S,1200000,7180,10,10,315940.831375
tdtsp,MIN,inst_10_53_00,pumpkin-free,S,1200000,7034,12,18.5,339546.4945937499
tdtsp,MIN,inst_10_53_00,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_53_00,sabori_csp-free,SC,13464,7034,19.568239175675995,18.5,4517.341624999999
tdtsp,MIN,inst_10_53_00,scip-free,S,1200000,16234,6,6,1108818.132
tdtsp,MIN,inst_10_53_00,sicstus_prolog-free,SC,3776,7034,22.35220272323148,18.5,1958.24565625
tdtsp,MIN,inst_10_53_00,thornbill-free,SC,10340,7034,20.088967756560614,18.5,3563.9251562500003
tdtsp,MIN,inst_10_53_00,yuck-free,S,1200000,11625,7,7,507501.27584375
tdtsp,MIN,inst_10_58_20,atlantis-free,S,1200000,17223,5,5,677499.1359911755
tdtsp,MIN,inst_10_58_20,cbc-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_58_20,choco-solver__cp_-free,SC,126682,10306,20.035068197547393,20.5,34896.48664513079
tdtsp,MIN,inst_10_58_20,choco-solver__cp_lcg_-free,S,1200000,10306,16,20.5,318273.3754333438
tdtsp,MIN,inst_10_58_20,chuffed-free,S,1200000,10869,12,12,350709.9314528837
tdtsp,MIN,inst_10_58_20,cp_optimizer-free,SC,42987,10306,22.005997460161158,20.5,12000.395682319571
tdtsp,MIN,inst_10_58_20,cplex-free,S,1200000,13333,9,9,525658.1389457926
tdtsp,MIN,inst_10_58_20,crusher-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_58_20,gecode-fd,S,1200000,13799,7.5,7.5,465915.34431137727
tdtsp,MIN,inst_10_58_20,gecode___scheduling_portfolio__experimental_-free,S,1200000,13799,7.5,7.5,466093.0042546486
tdtsp,MIN,inst_10_58_20,gurobi_12-free,SC,144321,10306,19.81288710826161,20.5,42881.56039237315
tdtsp,MIN,inst_10_58_20,highs-free,S,1200000,11080,11,11,708846.6543885912
tdtsp,MIN,inst_10_58_20,huub-free,S,1200000,10329,15,15,351738.497005988
tdtsp,MIN,inst_10_58_20,huub__difference_logic_-free,SC,1150749,10306,17.457491934513893,20.5,336500.562322723
tdtsp,MIN,inst_10_58_20,jacop-free,SC,33445,10306,22.429809121347706,20.5,10618.863457295934
tdtsp,MIN,inst_10_58_20,nucs-fd,ERR, , ,0,0,1200000
tdtsp,MIN,inst_10_58_20,or-tools_cp-sat-free,SC,21991,10306,23.16498796470528,20.5,12883.713283958394
tdtsp,MIN,inst_10_58_20,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_58_20,picatsat-free,S,1200000,10359,14,14,360118.8862275449
tdtsp,MIN,inst_10_58_20,pumpkin-free,S,1200000,10825,13,13,327801.8900488497
tdtsp,MIN,inst_10_58_20,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_10_58_20,sabori_csp-free,SC,102806,10306,20.399639220188014,20.5,27252.724038764576
tdtsp,MIN,inst_10_58_20,scip-free,S,1200000,11289,10,10,972847.1325244247
tdtsp,MIN,inst_10_58_20,sicstus_prolog-free,SC,27965,10306,22.76745240203974,20.5,8561.46482035928
tdtsp,MIN,inst_10_58_20,thornbill-free,SC,76576,10306,20.9266665912352,20.5,22267.620745351403
tdtsp,MIN,inst_10_58_20,yuck-free,S,1200000,14699,6,6,542893.8965490073
tdtsp,MIN,inst_20_56_00,atlantis-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,cbc-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,choco-solver__cp_-free,S,1200000,14975,24,24,310008.4377940084
tdtsp,MIN,inst_20_56_00,choco-solver__cp_lcg_-free,S,1200000,15870,21,21,416203.74882396637
tdtsp,MIN,inst_20_56_00,chuffed-free,S,1200000,21935,13,13,857230.1387719734
tdtsp,MIN,inst_20_56_00,cp_optimizer-free,S,1200000,14961,25,25,307231.3725550879
tdtsp,MIN,inst_20_56_00,cplex-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,crusher-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,gecode-fd,S,1200000,20043,18,18,748231.5339192869
tdtsp,MIN,inst_20_56_00,gecode___scheduling_portfolio__experimental_-free,S,1200000,21100,15,15,768334.9400841793
tdtsp,MIN,inst_20_56_00,gurobi_12-free,S,1200000,15571,22,22,575513.8167244367
tdtsp,MIN,inst_20_56_00,highs-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,huub-free,S,1200000,22218,12,12,843468.249628621
tdtsp,MIN,inst_20_56_00,huub__difference_logic_-free,S,1200000,22865,11,11,899651.000742758
tdtsp,MIN,inst_20_56_00,jacop-free,S,1200000,21630,14,14,850921.7781010153
tdtsp,MIN,inst_20_56_00,nucs-fd,ERR, , ,0,0,1200000
tdtsp,MIN,inst_20_56_00,or-tools_cp-sat-free,S,1200000,15292,23,23,441196.2009160684
tdtsp,MIN,inst_20_56_00,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,picatsat-free,S,1200000,23039,10,10,910110.5
tdtsp,MIN,inst_20_56_00,pumpkin-free,S,1200000,19755,19,19,783776.4982050004
tdtsp,MIN,inst_20_56_00,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,sabori_csp-free,S,1200000,16248,20,20,403288.7295122555
tdtsp,MIN,inst_20_56_00,scip-free,UNK,1200000, ,0,0,1200000
tdtsp,MIN,inst_20_56_00,sicstus_prolog-free,S,1200000,20936,17,17,786812.3149913345
tdtsp,MIN,inst_20_56_00,thornbill-free,S,1200000,21034,16,16,777330.921391434
tdtsp,MIN,inst_20_56_00,yuck-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,atlantis-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,cbc-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,choco-solver__cp_lcg_-free,S,1200000,216,24,24,375585.57984790875
vrplc,MIN,vrplc10_5_15_s4,chuffed-free,S,1200000,275,18,18,472158.0836501901
vrplc,MIN,vrplc10_5_15_s4,cp_optimizer-free,S,1200000,371,15,15,678035.9211026616
vrplc,MIN,vrplc10_5_15_s4,cplex-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,crusher-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,gecode-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,gurobi_12-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,highs-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,huub-free,S,1200000,239,22,22,425446.4192015209
vrplc,MIN,vrplc10_5_15_s4,huub__difference_logic_-free,S,1200000,249,20,20,406660.3089353612
vrplc,MIN,vrplc10_5_15_s4,jacop-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,nucs-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,or-tools_cp-sat-free,S,1200000,232,23,23,465131.141634981
vrplc,MIN,vrplc10_5_15_s4,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,picatsat-free,S,1200000,207,25,25,429353.65019011404
vrplc,MIN,vrplc10_5_15_s4,pumpkin-free,S,1200000,242,21,21,561292.1891634981
vrplc,MIN,vrplc10_5_15_s4,qiuqi-mixsolver-free,S,1200000,313,17,17,623094.5817490495
vrplc,MIN,vrplc10_5_15_s4,sabori_csp-free,S,1200000,264,19,19,450467.80418250954
vrplc,MIN,vrplc10_5_15_s4,scip-free,S,1200000,334,16,16,851259.8431558935
vrplc,MIN,vrplc10_5_15_s4,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,thornbill-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc10_5_15_s4,yuck-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,atlantis-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,cbc-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,chuffed-free,S,1200000,505,23,23,469364.4833333334
vrplc,MIN,vrplc11_5_20_s2,cp_optimizer-free,S,1200000,603,20,20,561001.5700000001
vrplc,MIN,vrplc11_5_20_s2,cplex-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,crusher-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,gecode-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,gurobi_12-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,highs-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,huub-free,S,1200000,534,21,21,487671.43333333335
vrplc,MIN,vrplc11_5_20_s2,huub__difference_logic_-free,S,1200000,502,24,24,506088.38
vrplc,MIN,vrplc11_5_20_s2,jacop-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,nucs-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,or-tools_cp-sat-free,S,1200000,476,25,25,597148.7866666666
vrplc,MIN,vrplc11_5_20_s2,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,picatsat-free,S,1200000,674,18,18,698249.94
vrplc,MIN,vrplc11_5_20_s2,pumpkin-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,qiuqi-mixsolver-free,S,1200000,626,19,19,740035.1116666666
vrplc,MIN,vrplc11_5_20_s2,sabori_csp-free,S,1200000,527,22,22,404240.51333333337
vrplc,MIN,vrplc11_5_20_s2,scip-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,thornbill-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc11_5_20_s2,yuck-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,atlantis-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,cbc-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,chuffed-free,S,1200000,621,25,25,387037.0550139276
vrplc,MIN,vrplc13_11_20_s3,cp_optimizer-free,S,1200000,944,17,17,853533.1288300835
vrplc,MIN,vrplc13_11_20_s3,cplex-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,crusher-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,gecode-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,gurobi_12-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,highs-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,huub-free,S,1200000,665,23,23,482023.7729805014
vrplc,MIN,vrplc13_11_20_s3,huub__difference_logic_-free,S,1200000,643,24,24,424894.442896936
vrplc,MIN,vrplc13_11_20_s3,jacop-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,nucs-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,or-tools_cp-sat-free,S,1200000,758,20,20,699504.823816156
vrplc,MIN,vrplc13_11_20_s3,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,picatsat-free,S,1200000,679,22,22,670434.9707520892
vrplc,MIN,vrplc13_11_20_s3,pumpkin-free,S,1200000,730,21,21,988622.344011142
vrplc,MIN,vrplc13_11_20_s3,qiuqi-mixsolver-free,S,1200000,809,18,18,684756.2479108635
vrplc,MIN,vrplc13_11_20_s3,sabori_csp-free,S,1200000,776,19,19,564134.422005571
vrplc,MIN,vrplc13_11_20_s3,scip-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,thornbill-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc13_11_20_s3,yuck-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,atlantis-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,cbc-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,chuffed-free,S,1200000,571,25,25,316679.0951882845
vrplc,MIN,vrplc9_5_20_s2,cp_optimizer-free,S,1200000,732,21,21,552876.9759414226
vrplc,MIN,vrplc9_5_20_s2,cplex-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,crusher-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,gecode-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,gurobi_12-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,highs-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,huub-free,S,1200000,626,23,23,531371.9487447699
vrplc,MIN,vrplc9_5_20_s2,huub__difference_logic_-free,S,1200000,643,22,22,433134.86087866104
vrplc,MIN,vrplc9_5_20_s2,jacop-free,S,1200000,913,19,19,762775.4968619247
vrplc,MIN,vrplc9_5_20_s2,nucs-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,or-tools_cp-sat-free,S,1200000,620,24,24,499934.2667364017
vrplc,MIN,vrplc9_5_20_s2,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,picatsat-free,S,1200000,1049,18,18,901935.5
vrplc,MIN,vrplc9_5_20_s2,pumpkin-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,sabori_csp-free,S,1200000,786,20,20,571325.7510460251
vrplc,MIN,vrplc9_5_20_s2,scip-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,thornbill-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_5_20_s2,yuck-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,atlantis-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,cbc-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,choco-solver__cp_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,choco-solver__cp_lcg_-free,S,1200000,463,23.5,23.5,396685.20307443367
vrplc,MIN,vrplc9_8_15_s3,chuffed-free,S,1200000,483,19,19,357517.4911003236
vrplc,MIN,vrplc9_8_15_s3,cp_optimizer-free,S,1200000,738,15,15,838121.4425566343
vrplc,MIN,vrplc9_8_15_s3,cplex-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,crusher-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,gecode-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,gecode___scheduling_portfolio__experimental_-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,gurobi_12-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,highs-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,huub-free,S,1200000,466,20.5,20.5,360990.81148867315
vrplc,MIN,vrplc9_8_15_s3,huub__difference_logic_-free,S,1200000,463,23.5,23.5,347484.17233009706
vrplc,MIN,vrplc9_8_15_s3,jacop-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,nucs-fd,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,or-tools_cp-sat-free,S,1200000,463,23.5,23.5,370991.6925566343
vrplc,MIN,vrplc9_8_15_s3,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,picatsat-free,S,1200000,466,20.5,20.5,410996.30663430423
vrplc,MIN,vrplc9_8_15_s3,pumpkin-free,S,1200000,463,23.5,23.5,437942.08899676375
vrplc,MIN,vrplc9_8_15_s3,qiuqi-mixsolver-free,S,1200000,552,17,17,577695.9029126214
vrplc,MIN,vrplc9_8_15_s3,sabori_csp-free,S,1200000,522,18,18,415846.59789644013
vrplc,MIN,vrplc9_8_15_s3,scip-free,S,1200000,635,16,16,888205.8454692557
vrplc,MIN,vrplc9_8_15_s3,sicstus_prolog-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,thornbill-free,UNK,1200000, ,0,0,1200000
vrplc,MIN,vrplc9_8_15_s3,yuck-free,UNK,1200000, ,0,0,1200000
warehouse,MIN,olal41,atlantis-free,UNK,1200000, ,0,0,1200000
warehouse,MIN,olal41,cbc-free,UNK,1200000, ,0,0,1200000
warehouse,MIN,olal41,choco-solver__cp_-free,S,1200000,91689,11,11,800550.7106926409
warehouse,MIN,olal41,choco-solver__cp_lcg_-free,UNK,1200000, ,0,0,1200000
warehouse,MIN,olal41,chuffed-free,S,1200000,86397,15,15,592685.595026738
warehouse,MIN,olal41,cp_optimizer-free,S,1200000,69244,20,20,566727.3112961547
warehouse,MIN,olal41,cplex-free,S,1200000,139490,6,6,925885.5
warehouse,MIN,olal41,crusher-free,ERR, , ,0,0,1200000
warehouse,MIN,olal41,gecode-fd,S,1200000,85413,16,16,593749.4959281894
warehouse,MIN,olal41,gecode___scheduling_portfolio__experimental_-free,S,1200000,87243,14,14,610866.1451744335
warehouse,MIN,olal41,gurobi_12-free,S,1200000,41315,25,25,413780.6469009422
warehouse,MIN,olal41,highs-free,S,1200000,50166,24,24,939292.4519149478
warehouse,MIN,olal41,huub-free,S,1200000,74411,19,19,554464.1582633053
warehouse,MIN,olal41,huub__difference_logic_-free,S,1200000,60717,22,22,550160.3077540107
warehouse,MIN,olal41,jacop-free,UNK,1200000, ,0,0,1200000
warehouse,MIN,olal41,nucs-fd,S,1200000,87361,13,13,601971.6626712504
warehouse,MIN,olal41,or-tools_cp-sat-free,S,1200000,51978,23,23,432975.0444359562
