Problem,Kind,Instance,Solver,Status,Time,Objective,Score,Score Incomplete,Score Area
atp-stage2,MIN,instance1-stage2,atlantis-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance1-stage2,cbc-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance1-stage2,choco-solver__cp_-free,S,1200000,7985080,16,19.5,305831.9397004762
atp-stage2,MIN,instance1-stage2,choco-solver__cp_lcg_-free,S,1200000,7985080,16,19.5,310743.5181027705
atp-stage2,MIN,instance1-stage2,chuffed-free,S,1200000,8094343,6,6,410195.31742187863
atp-stage2,MIN,instance1-stage2,cp_optimizer-free,SC,98676,7985080,23.31486652534821,19.5,25893.556975976306
atp-stage2,MIN,instance1-stage2,cplex-free,SC,615943,7985080,20.841786567496122,19.5,157615.7541645485
atp-stage2,MIN,instance1-stage2,crusher-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance1-stage2,gecode-fd,SC,265849,7985080,22.02733319998298,19.5,68264.9595142627
atp-stage2,MIN,instance1-stage2,gecode___scheduling_portfolio__experimental_-free,S,1200000,7985080,16,19.5,307185.6898737436
atp-stage2,MIN,instance1-stage2,gurobi_12-free,SC,356356,7985080,21.6078376622332,19.5,91125.68929754761
atp-stage2,MIN,instance1-stage2,highs-free,ERR, , ,0,0,1200000
atp-stage2,MIN,instance1-stage2,huub-free,S,1200000,8040477,10,10,361778.19785262767
atp-stage2,MIN,instance1-stage2,huub__difference_logic_-free,S,1200000,8081489,7,7,398849.2151319691
atp-stage2,MIN,instance1-stage2,jacop-free,S,1200000,8108830,5,5,423546.8062293734
atp-stage2,MIN,instance1-stage2,nucs-fd,S,1200000,7985080,16,19.5,316604.12846351
atp-stage2,MIN,instance1-stage2,or-tools_cp-sat-free,SC,27381,7985080,24.493831586585834,19.5,8415.819801036661
atp-stage2,MIN,instance1-stage2,or-tools_cp-sat-ls-free,S,1200000,8060380,9,9,429357.17038932914
atp-stage2,MIN,instance1-stage2,picatsat-free,SC,648107,7985080,20.771553484302,19.5,177672.3798668129
atp-stage2,MIN,instance1-stage2,pumpkin-free,SC,571323,7985080,20.942790974051654,19.5,144793.83286515705
atp-stage2,MIN,instance1-stage2,qiuqi-mixsolver-free,S,1200000,8003039,11,11,342394.34638900834
atp-stage2,MIN,instance1-stage2,sabori_csp-free,S,1200000,7997170,13,13,320324.0106069102
atp-stage2,MIN,instance1-stage2,scip-free,S,1200000,7985080,16,19.5,305648.0121319906
atp-stage2,MIN,instance1-stage2,sicstus_prolog-free,S,1200000,8001651,12,12,317824.6706447347
atp-stage2,MIN,instance1-stage2,thornbill-free,S,1200000,8078326,8,8,619817.1938016816
atp-stage2,MIN,instance1-stage2,yuck-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance2-stage2,atlantis-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance2-stage2,cbc-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance2-stage2,choco-solver__cp_-free,S,1200000,1307137,22,22,305461.29370840674
atp-stage2,MIN,instance2-stage2,choco-solver__cp_lcg_-free,S,1200000,1307137,22,22,308000.0582618032
atp-stage2,MIN,instance2-stage2,chuffed-free,S,1200000,2680653,6,6,805247.088323148
atp-stage2,MIN,instance2-stage2,cp_optimizer-free,S,1200000,1307137,22,22,301154.4062142005
atp-stage2,MIN,instance2-stage2,cplex-free,S,1200000,1307137,22,22,304721.0229761386
atp-stage2,MIN,instance2-stage2,crusher-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance2-stage2,gecode-fd,S,1200000,1405215,13,13,344522.5245411385
atp-stage2,MIN,instance2-stage2,gecode___scheduling_portfolio__experimental_-free,S,1200000,1517715,11,11,383509.79938107193
atp-stage2,MIN,instance2-stage2,gurobi_12-free,S,1200000,1307137,22,22,301749.8404222132
atp-stage2,MIN,instance2-stage2,highs-free,ERR, , ,0,0,1200000
atp-stage2,MIN,instance2-stage2,huub-free,S,1200000,2065447,7,7,581582.6776708019
atp-stage2,MIN,instance2-stage2,huub__difference_logic_-free,S,1200000,2050484,8,8,581650.7373997923
atp-stage2,MIN,instance2-stage2,jacop-free,S,1200000,1547306,10,10,390090.6769983597
atp-stage2,MIN,instance2-stage2,nucs-fd,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance2-stage2,or-tools_cp-sat-free,S,1200000,1307137,22,22,302045.5162734574
atp-stage2,MIN,instance2-stage2,or-tools_cp-sat-ls-free,S,1200000,1340415,16,16,479123.00833258394
atp-stage2,MIN,instance2-stage2,picatsat-free,S,1200000,1368099,14,14,327028.4224496962
atp-stage2,MIN,instance2-stage2,pumpkin-free,S,1200000,1307137,22,22,305849.1092395607
atp-stage2,MIN,instance2-stage2,qiuqi-mixsolver-free,S,1200000,1362244,15,15,345684.4480790178
atp-stage2,MIN,instance2-stage2,sabori_csp-free,S,1200000,1323875,18,18,341623.1440810125
atp-stage2,MIN,instance2-stage2,scip-free,S,1200000,1433955,12,12,362438.8010232197
atp-stage2,MIN,instance2-stage2,sicstus_prolog-free,S,1200000,1333804,17,17,366750.1022524732
atp-stage2,MIN,instance2-stage2,thornbill-free,S,1200000,1663406,9,9,433940.2676287497
atp-stage2,MIN,instance2-stage2,yuck-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance5-stage2,atlantis-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance5-stage2,cbc-free,S,1200000,1017220,9,9,478638.3632982021
atp-stage2,MIN,instance5-stage2,choco-solver__cp_-free,SC,50431,1004380,19.422435308432476,18,15456.095164290142
atp-stage2,MIN,instance5-stage2,choco-solver__cp_lcg_-free,SC,671030,1004380,15.126100495782259,18,172921.54107253565
atp-stage2,MIN,instance5-stage2,chuffed-free,S,1200000,1141201,4,4,727211.3756380447
atp-stage2,MIN,instance5-stage2,cp_optimizer-free,SC,3453,1004380,23.94590738037738,18,1732.316881070469
atp-stage2,MIN,instance5-stage2,cplex-free,SC,35452,1004380,20.150313683238874,18,10250.889956602603
atp-stage2,MIN,instance5-stage2,crusher-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance5-stage2,gecode-fd,SC,34591,1004380,20.208865766020338,18,11117.314631122134
atp-stage2,MIN,instance5-stage2,gecode___scheduling_portfolio__experimental_-free,S,1200000,1004380,12,18,342528.541382517
atp-stage2,MIN,instance5-stage2,gurobi_12-free,SC,57245,1004380,19.154555401660236,18,15550.981091134532
atp-stage2,MIN,instance5-stage2,highs-free,SC,274033,1004380,16.298641381320245,18,71305.11304246745
atp-stage2,MIN,instance5-stage2,huub-free,S,1200000,1060840,5,5,492119.0461174824
atp-stage2,MIN,instance5-stage2,huub__difference_logic_-free,S,1200000,1056904,6,6,480291.29165375116
atp-stage2,MIN,instance5-stage2,jacop-free,S,1200000,1023640,8,8,361900.4713267204
atp-stage2,MIN,instance5-stage2,nucs-fd,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance5-stage2,or-tools_cp-sat-free,SC,3463,1004380,23.94590738037738,18,2253.2791434180617
atp-stage2,MIN,instance5-stage2,or-tools_cp-sat-ls-free,S,1200000,1004380,12,18,360543.43173951213
atp-stage2,MIN,instance5-stage2,picatsat-free,SC,42816,1004380,19.779359354590127,18,14348.327097540816
atp-stage2,MIN,instance5-stage2,pumpkin-free,SC,16212,1004380,21.646264360796717,18,5270.084477681338
atp-stage2,MIN,instance5-stage2,qiuqi-mixsolver-free,S,1200000,1004380,12,18,308029.18043242407
atp-stage2,MIN,instance5-stage2,sabori_csp-free,S,1200000,1015912,10,10,348687.00779086584
atp-stage2,MIN,instance5-stage2,scip-free,SC,70216,1004380,18.738197633867294,18,20100.484810911345
atp-stage2,MIN,instance5-stage2,sicstus_prolog-free,SC,457408,1004380,15.583451853536683,18,116578.70350278984
atp-stage2,MIN,instance5-stage2,thornbill-free,S,1200000,1053337,7,7,491384.8323646412
atp-stage2,MIN,instance5-stage2,yuck-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance6-stage2,atlantis-free,ERR, , ,0,0,1200000
atp-stage2,MIN,instance6-stage2,cbc-free,SC,1207,726404,14.873809523809525,13,1177.75
atp-stage2,MIN,instance6-stage2,choco-solver__cp_-free,SC,3342,726404,8.95952380952381,13,3342
atp-stage2,MIN,instance6-stage2,choco-solver__cp_lcg_-free,SC,4117,726404,7.661904761904765,13,4114.75
atp-stage2,MIN,instance6-stage2,chuffed-free,SC,1501,726404,14.873809523809525,13,1470.25
atp-stage2,MIN,instance6-stage2,cp_optimizer-free,SC,1283,726404,14.873809523809525,13,1281.5
atp-stage2,MIN,instance6-stage2,cplex-free,SC,1363,726404,14.873809523809525,13,1333
atp-stage2,MIN,instance6-stage2,crusher-free,SC,1431,726404,14.873809523809525,13,1431
atp-stage2,MIN,instance6-stage2,gecode-fd,SC,1314,726404,14.873809523809525,13,1281
atp-stage2,MIN,instance6-stage2,gecode___scheduling_portfolio__experimental_-free,SC,1692,726404,14.873809523809525,13,1692
atp-stage2,MIN,instance6-stage2,gurobi_12-free,SC,1224,726404,14.873809523809525,13,1224
atp-stage2,MIN,instance6-stage2,highs-free,SC,1224,726404,14.873809523809525,13,1194.75
atp-stage2,MIN,instance6-stage2,huub-free,SC,1266,726404,14.873809523809525,13,1264.5
atp-stage2,MIN,instance6-stage2,huub__difference_logic_-free,SC,1434,726404,14.873809523809525,13,1404
atp-stage2,MIN,instance6-stage2,jacop-free,SC,2251,726404,11.016666666666666,13,2221
atp-stage2,MIN,instance6-stage2,nucs-fd,SC,6537,726404,6.097619047619049,13,6456
atp-stage2,MIN,instance6-stage2,or-tools_cp-sat-free,SC,1936,726404,14.873809523809525,13,1905.25
atp-stage2,MIN,instance6-stage2,or-tools_cp-sat-ls-free,SC,1752,726404,14.873809523809525,13,1721.25
atp-stage2,MIN,instance6-stage2,picatsat-free,SC,1179,726404,14.873809523809525,13,1179
atp-stage2,MIN,instance6-stage2,pumpkin-free,SC,1436,726404,14.873809523809525,13,1403.75
atp-stage2,MIN,instance6-stage2,qiuqi-mixsolver-free,S,1200000,726404,1,13,300984.75
atp-stage2,MIN,instance6-stage2,sabori_csp-free,SC,1224,726404,14.873809523809525,13,1194
atp-stage2,MIN,instance6-stage2,scip-free,SC,1700,726404,14.873809523809525,13,1668.5
atp-stage2,MIN,instance6-stage2,sicstus_prolog-free,SC,1434,726404,14.873809523809525,13,1402.5
atp-stage2,MIN,instance6-stage2,thornbill-free,SC,1377,726404,14.873809523809525,13,1347
atp-stage2,MIN,instance6-stage2,yuck-free,SC,4016,726404,7.661904761904764,13,4016
atp-stage2,MIN,instance9-stage2,atlantis-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,cbc-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,choco-solver__cp_-free,S,1200000,303249494,16,16,517669.33218961617
atp-stage2,MIN,instance9-stage2,choco-solver__cp_lcg_-free,S,1200000,287698378,17,17,516034.10141761025
atp-stage2,MIN,instance9-stage2,chuffed-free,S,1200000,279994607,24,24,653002.086911675
atp-stage2,MIN,instance9-stage2,cp_optimizer-free,S,1200000,283661497,20,20,411371.2886217954
atp-stage2,MIN,instance9-stage2,cplex-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,crusher-free,ERR, , ,0,0,1200000
atp-stage2,MIN,instance9-stage2,gecode-fd,S,1200000,282820307,22.5,22.5,411217.0197799576
atp-stage2,MIN,instance9-stage2,gecode___scheduling_portfolio__experimental_-free,S,1200000,282820307,22.5,22.5,449804.76340301207
atp-stage2,MIN,instance9-stage2,gurobi_12-free,S,1200000,282834636,21,21,419602.5323771492
atp-stage2,MIN,instance9-stage2,highs-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,huub-free,S,1200000,313587386,14,14,549614.5006535238
atp-stage2,MIN,instance9-stage2,huub__difference_logic_-free,S,1200000,284022695,19,19,425134.7990971781
atp-stage2,MIN,instance9-stage2,jacop-free,S,1200000,308980798,15,15,539763.7613378044
atp-stage2,MIN,instance9-stage2,nucs-fd,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,or-tools_cp-sat-free,S,1200000,262177394,25,25,340842.32088972646
atp-stage2,MIN,instance9-stage2,or-tools_cp-sat-ls-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,picatsat-free,S,1200000,387669372,10,10,974561.75
atp-stage2,MIN,instance9-stage2,pumpkin-free,S,1200000,327251383,11,11,616443.7305435934
atp-stage2,MIN,instance9-stage2,qiuqi-mixsolver-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,sabori_csp-free,UNK,1200000, ,0,0,1200000
atp-stage2,MIN,instance9-stage2,scip-free,S,1200000,323010718,12,12,1095100.1892887927
atp-stage2,MIN,instance9-stage2,sicstus_prolog-free,S,1200000,320974978,13,13,589056.328077417
atp-stage2,MIN,instance9-stage2,thornbill-free,S,1200000,285644147,18,18,481725.60126350867
atp-stage2,MIN,instance9-stage2,yuck-free,UNK,1200000, ,0,0,1200000
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,atlantis-free,ERR, , ,0,0,1200000
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,cbc-free,S,1200000,310272,8,8,861086.6066742056
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,choco-solver__cp_-free,S,1200000,725427,22,22.5,331607.56453708955
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,choco-solver__cp_lcg_-free,S,1200000,652530,18,18,386561.00827249355
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,chuffed-free,S,1200000,333649,11,11,654700.3814449053
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,cp_optimizer-free,S,1200000,690008,19,19,351947.2243566698
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,cplex-free,S,1200000,631729,17,17,404536.670862464
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,crusher-free,S,1200000,725427,22,22.5,315404.0354857484
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,gecode-fd,S,1200000,83456,6,6,868844.166020451
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,gecode___scheduling_portfolio__experimental_-free,S,1200000,83456,6,6,868785.1195820656
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,gurobi_12-free,SC,1113662,725427,25,22.5,284768.07675723266
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,highs-free,S,1200000,627870,16,16,481664.78227480676
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,huub-free,S,1200000,326183,9.5,9.5,809147.6492201947
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,huub__difference_logic_-free,S,1200000,326183,9.5,9.5,812466.9263612521
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,jacop-free,S,1200000,64374,1,1,885539.2731282093
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,nucs-fd,S,1200000,79432,4,4,876110.5885589255
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,or-tools_cp-sat-free,S,1200000,506815,14,14,526632.8870273097
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,or-tools_cp-sat-ls-free,S,1200000,725427,22,22.5,307769.6789975615
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,picatsat-free,S,1200000,66716,2,2,883466.1658182247
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,pumpkin-free,S,1200000,346037,12,12,749242.8465680463
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,qiuqi-mixsolver-free,S,1200000,725427,22,22.5,311458.6170743117
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,sabori_csp-free,S,1200000,623228,15,15,490221.84331732214
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,scip-free,S,1200000,409801,13,13,646113.7121328432
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,sicstus_prolog-free,S,1200000,83456,6,6,868882.7237956667
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,thornbill-free,S,1200000,73865,3,3,877771.8375507408
community-detection-2021,MAX,rnd_n100_e1000_s50_d30_c8_p70,yuck-free,S,1200000,725427,22,22.5,308462.64780682046
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,atlantis-free,ERR, , ,0,0,1200000
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,cbc-free,SC,4179,2728989,16.573236191071246,13,4067.25
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,choco-solver__cp_-free,SC,7208,2728989,14.302906319869283,13,6429.843193909493
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,choco-solver__cp_lcg_-free,SC,11982,2728989,12.603362539044172,13,7235.208959495377
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,chuffed-free,SC,7073,2728989,14.302906319869283,13,3936.017396849116
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,cp_optimizer-free,SC,2300,2728989,19.333386580003122,13,2299.25
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,cplex-free,SC,2659,2728989,19.333386580003122,13,2618.432968349457
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,crusher-free,S,1200000,2728989,3,13,308593.13096287043
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,gecode-fd,SC,2603,2728989,19.333386580003122,13,2417.646665335549
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,gecode___scheduling_portfolio__experimental_-free,SC,3722,2728989,17.748409375712008,13,3570.8925833129365
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,gurobi_12-free,SC,2467,2728989,19.333386580003122,13,2454.2328594983833
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,highs-free,SC,5018,2728989,15.656944295870163,13,4987.25
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,huub-free,SC,3817,2728989,17.748409375712008,13,2712.2729327957336
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,huub__difference_logic_-free,SC,3988,2728989,17.748409375712008,13,2822.171731139995
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,jacop-free,S,1200000,2728989,3,13,322318.2966968959
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,nucs-fd,SC,16587,2728989,11.345560239738646,13,11430.261011778242
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,or-tools_cp-sat-free,SC,3171,2728989,17.748409375712008,13,3146.442848677685
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,or-tools_cp-sat-ls-free,S,1200000,2728989,3,13,302377.9203837054
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,picatsat-free,SC,96085,2728989,7.430622471101078,13,41595.28957241066
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,pumpkin-free,SC,12021,2728989,12.297798951769876,13,6856.65919780838
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,qiuqi-mixsolver-free,S,1200000,2728989,3,13,303384.75
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,sabori_csp-free,SC,93040,2728989,7.474320354046436,13,28854.1114375212
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,scip-free,SC,2999,2728989,19.333386580003122,13,2957.782591557279
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,sicstus_prolog-free,SC,3423,2728989,17.748409375712008,13,3229.612545784006
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,thornbill-free,SC,11961,2728989,12.603362539044173,13,5573.984345412154
community-detection-2021,MAX,rnd_n100_e5000_s100_d70_c4_p90,yuck-free,S,1200000,2728989,3,13,307481.81111912645
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,atlantis-free,ERR, , ,0,0,1200000
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,cbc-free,S,1200000,1783,7,7,1100130.2115266076
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,choco-solver__cp_-free,S,1200000,4249,12,12,328462.160006164
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,choco-solver__cp_lcg_-free,S,1200000,4266,14,14,324937.0935381138
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,chuffed-free,SC,12857,4360,24.463120570129988,21,4885.43949044586
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,cp_optimizer-free,SC,257417,4360,20.670531483312395,21,66427.39382576536
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,cplex-free,S,1200000,3962,9,9,360856.4165810561
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,crusher-free,S,1200000,4175,11,11,326930.51505033905
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,gecode-fd,S,1200000,367,3.5,3.5,795219.4944524348
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,gecode___scheduling_portfolio__experimental_-free,S,1200000,367,3.5,3.5,795777.3212964865
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,gurobi_12-free,SC,170003,4360,21.309377442234783,21,51610.509245942056
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,highs-free,S,1200000,4079,10,10,376002.74481199915
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,huub-free,SC,561099,4360,19.549333266389098,21,249104.68461064307
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,huub__difference_logic_-free,SC,546747,4360,19.58477278630503,21,244348.09502773779
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,jacop-free,S,1200000,232,1,1,809999.4344051777
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,nucs-fd,S,1200000,367,3.5,3.5,807977.6885658517
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,or-tools_cp-sat-free,SC,44907,4360,23.21872673015829,21,17308.15281487569
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,or-tools_cp-sat-ls-free,S,1200000,4360,17,21,306969.2177419355
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,picatsat-free,SC,214765,4360,20.952648548622623,21,62367.617423464144
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,pumpkin-free,SC,91250,4360,22.25148917284779,21,33952.15584549004
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,qiuqi-mixsolver-free,S,1200000,4356,16,16,317820.0115574276
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,sabori_csp-free,S,1200000,4308,15,15,330326.57129648654
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,scip-free,S,1200000,3308,8,8,544379.4533079925
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,sicstus_prolog-free,S,1200000,373,6,6,795189.4374871585
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,thornbill-free,S,1200000,367,3.5,3.5,793238.8495993426
community-detection-2021,MAX,rnd_n100_e50_s10_d5_c9_p70,yuck-free,S,1200000,4252,13,13,325173.6998664475
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,atlantis-free,ERR, , ,0,0,1200000
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,cbc-free,S,1200000,2494,7,7,586513.2993135839
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,choco-solver__cp_-free,S,1200000,2965,16.5,20,316524.33598265896
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,choco-solver__cp_lcg_-free,S,1200000,2964,14,14,308916.5514812139
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,chuffed-free,SC,282612,2965,21.386938633014648,20,75493.12229046243
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,cp_optimizer-free,S,1200000,2965,16.5,20,301422.6273482659
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,cplex-free,S,1200000,2767,9,9,350096.1943641619
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,crusher-free,S,1200000,2932,12,12,311666.4311777457
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,gecode-fd,S,1200000,892,3.5,3.5,753215.579299133
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,gecode___scheduling_portfolio__experimental_-free,S,1200000,892,3.5,3.5,753866.0247471097
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,gurobi_12-free,SC,87398,2965,22.96025782308126,20,26034.030888728324
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,highs-free,S,1200000,2894,11,11,363113.29371387284
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,huub-free,SC,182037,2965,21.996164544526877,20,85006.56611271677
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,huub__difference_logic_-free,SC,191092,2965,21.92935986341385,20,90077.5467846821
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,jacop-free,S,1200000,591,1,1,815660.1163294797
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,nucs-fd,S,1200000,709,2,2,794914.4490606936
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,or-tools_cp-sat-free,SC,11629,2965,24.698040655943764,20,5091.378432080925
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,or-tools_cp-sat-ls-free,S,1200000,2965,16.5,20,303032.9425578035
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,picatsat-free,SC,746943,2965,20.14736717931225,20,197936.36054913295
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,pumpkin-free,SC,409723,2965,20.881871300707353,20,104182.99692919075
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,qiuqi-mixsolver-free,S,1200000,2965,16.5,20,305041.92575867055
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,sabori_csp-free,S,1200000,2884,10,10,325529.1371026012
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,scip-free,S,1200000,2683,8,8,447167.0713511561
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,sicstus_prolog-free,S,1200000,2360,6,6,446713.5249277457
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,thornbill-free,S,1200000,1273,5,5,667574.18533237
community-detection-2021,MAX,rnd_n100_e50_s50_d30_c10_p50,yuck-free,S,1200000,2938,13,13,312146.02980491327
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,atlantis-free,ERR, , ,0,0,1200000
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,cbc-free,S,1200000,8253,8,8,420338.19358140026
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,choco-solver__cp_-free,S,1200000,8619,15.5,19,305396.6767083027
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,choco-solver__cp_lcg_-free,S,1200000,8618,11.5,11.5,306417.81772856094
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,chuffed-free,SC,424819,8619,20.4559762287208,19,125924.42508134774
community-detection-2021,MAX,rnd_n50_e100_s10_d5_c7_p90,cp_optimizer-free,S,1200000,8619,15.5,19,301368.23811273224
